label,content
0,أنتوما سباب واش راه صاري كامل زرقتو صبعكوم وليوم جاي تشكي بصح حنا نقولولك مرحبا البحر تعنا واسع بزاف فيق يبريق
0,من نيتك مزال كاين واحد يسيبورتي حيوانات التناطح في ال 2020 
2,سقس عمق تبون يقولك
2,هخخخخ ارض
0,روح تعطي
2,العصابة مازالت تستغل مٱسي الشعب الزوالي باش تحب تبلعط وتتقرب من الناس لراهي رافضة ليها وماكاش الشرعية لحكومة الجنرالات
0,مين داك مليحة تولي عنصري وجهوي فالبلاد هادي 😉😉
2,اخطيكم من الدين
2,اللي يحسب يفضللووو يا زتزوووتالمهم مشكور عاونتيهم في الحساب راك تعرف في وزارتهم مايعرفوش واذا عرفو يزيدو عليهااا
0,يحركهم لورو يانقش
0,ياربك لودو مزال كاين
2,زيدلها سقوط الدينار
2,والي بجاية وليس وزيرالرجاء التصحيحالوزراء ما يدخلوش بجايةممنوع
0,كذاب كلب
2,مبروك عليك خونا هذا وين تزيد تهبل عبلة هههههه
0,متوازي لجيهات نتشا 😉
2,مخروب
0,خارينا 
2,مقستهاش
2,دجزر إل قديمرنا توحشناها 
2, كاهل 🤣🤣🤣
0,والله الحمار خير منك
2,لي ما تابعش صفحة عمي بوعلام يبقى مبردع طول حياتوبلم مخفي زيدا
2,مبروك عليكبالصحة أو الهنى و طول العمر
2,فريت أوملات بالبيض  😁😂🤣
2,هاذي هي الجزائر ')
2,فيلم هندي
2,كلامها صحيح نسبيا كاين لي صح كيما قالت وكاين الله يبارك
0,لبهجة قانون صاحبي 💪 باين نتا صحاب لعياشة أو لكيراتين بلا ما نكمل روح شوف حاجة تصلح ديرها 🚷
0,تفكرت روحك ابوخانة 
0,نسيت عبدة الزيت الزيتون
2,والله لو بقيتي في دارك خيرا لك حتى وصلت بك هذه المعصية للسب والشتم حتى وإن كنت على حق فلا بد من الستر والحفظ إن كنت ابنت عائلة لكن لن تنتظري من الدولة شيء في إشفاء الغليل يا عزيزتي سمحيلي على كل حال
0,عارف بلي سبايك راح ينيخ توم مع لخر ول نو هخخخخ 😂
0,والوزير لي يخدم 5سنين ويخلص 40مليون مدى الحياة نسيتوها والبرلماني كذلك شفتو غير المعطوبين الله لاتربحكم
0,تحشو نيوفكم في كلش ديجا نتا مراكش جزائري روح شوف أجناس أخرين وحررهم من العبودية
2,هذوك ميسبورتوهمش  يعشقوهم 💗
0,نت فرعي جلية
2,كي شغل جوس دارنج تاع تشينى
0,نيك موق 
0,انت اكبر كلب رخيص شوف اختك
2,ليس  بيس  لي  فيهم  إنجاح  مبروك
0,علاه وانت واش ظرك يا كلب الخاج الا يستحقون علي الاقل هم لم يبيعو بلدهم الي الخارج عندما كانو يعملون في الدولة هربو الي الخارج واصبحو يهاجمون البلاد يا خائن يا جيفة
0,روووووح تعطي
0,راك وليت جايه الأبلق
0,حمرا
2,نحبوا مولوديا وعايشين زوعاما
0,بتبون وبلحمار  وبو قادوس وشريحة  وكلابهم اروحو لجهنام  تحيا القبائل 
0,حركهم باسبور تاعكرف حاشى السامعين
2,انا جابلي ربي نرفعو ڨاع يدينا نورمال خخخخخ لعرب لزم يزيدو عليهااا
0,ريحو كل الجمعة نخرجو ونغنو مخبارات ارهابية اعطونا حل لي ونتا ريحو كل الجمعة نخرجو
0,روح تقود لسيادك واش دخلك يالمخنز
0,ما ينكر أصلو غير الكلب
2,ألف مبروك لإبن الجزائر 🇩🇿
2,فحلة و شبة
0,زيدلهم جماعة تشوشصك 🤢🤮🤮
2,و الحج في ثاوريرث موسى ❤
2,امير الحراك 😂😂😂
2,الف مبروك بوصبع تالم في صمت
0,اودي روح نكمك نتا و لفرونسي تاعك
2,الشكر استاذ الفاضل و لكل الجزائريين في الداخل و في المهجر بالخصوص الاحرار الحمد لله على كل حال و في الأخير من منطقة القبائل دولة مدينة ماشي عسكرية حياكم الله
0,السوسة المدسوسة هادي تخدم ضد البلاد
2,زلزال بقوة 59 الشعب مهتم بمعرفة اخبار اخواننا في بجاية الآن يرجى تأجيل المنشور وبعد المصيبة لكل حدث حديث
0,بلاد مدام دليلة
2,نورمال شيخ ضرب بقوة 6 والحمد الله لم يحصل لنا شيئ انا كنت قاعد زلزال راك شايف 🤣🤣🤣🤣😂😂😂
2,العز لمثل هؤلاء الشباب العظماء الذين يقومون بتوعية الشباب
2,و مزال الخير لقدام
0,حتى انت يا وحد القومي جايك الدور متروحش بعيد
2,هذي فئة من الشعب و خرجو في مظاهرات في وقت بوتفليقة كي كان أغلبكم تقول نحن مع بوتفليقة حتى انت كنت تساند بوتفليقة يا زيطوط ( فيديوهات في يوتيوب)و الدولة الجزائرية تقوم بتسوية وضعم و انهاء الأزمة معهم  
2,فائدةالدعاء عند الزلزال وليس دعاء الزلزالثانيا لا يوجد دعاء خاص عند الزلزال الا ما ثبت عن النبي عليه السلام في صحيح البخاري لما رجف به جبل أحد وكان مع أصحابه أبو بكر وعمر وعثمان رضي الله عنهم فقال عليه الصلاة والسلام « أثبت أحد»
0,😪😪 وحارب القدس ومدها لاسرائيل تموتوا على الذل
2,فريث اومليط بالبيض😂😂😂
0,حكايتك تعرف وين ديرها 😉
0,وربكم وراه
0,قاعك
0,ترامك 
2,يستاهلو دمنا ماشي لادراهم معطوبين الجيش خدمو
2,سيد الريس سيد الريس قول والله
2,المهم أنت صيد في المياه العكرة
2,تحية لامير الاحرار
2,لو أدى هؤلاء الأغنياء الزكاة الإسلامية لما وجد الفقر ملجأ يأوي إليه ولكن غناهم أنساهم حتى أنفسهم أما عن إنجاب الأولاد فرزقهم على الله لا على صاحب المنشور 
2,معطوب😘
2,مبادرة رائعة 👏🙏
2, هذا انت شخصيا 
0,نت عايش فى فرنسا وحرض ناس روح الله لاتربحك
0,نعبد متعوب أو نيك ليس أرابيس
0,أوصي رسول الله صلى الله عليه وسلم بالزواج حتي ولو بدينار واحد لكي ينجر الشباب نحو الزني كيف تأتي انت وتقول هاذا الكلام الجاهلوندفند ما هو مستوي الجهل الي وصلناه اصبحنا في القاع 
2,أمير دز صحفي حر
0,هذا واش تعرف غير مرسي مرسي  جملة كي الناس معرفتش تهدرها 🙆🏻‍♂️ و جاي تتڨوعر علينا بديبلوم لخرا خذا
2,إنسداد تام 
2,حسبنا الله و نعمل وكيل 
2,هذا الدعاء على حسب ضني انه بدعة ليس هناك دعاء لزلزال والله أعلم 
2, نسيت معاها تتبع لاباج تاعي ومدايرلها جام 
2,انا بانتلي ماراهش صاحي
0,خي فقر وعيشين خر منك
0,سجلها عليا هذا إل بغل ٥٠ أنس أفك س سيستèم متعلم ولو لا حاضرة زينة لا فيجرى زينة
2,اللهم امين يا رب العالمين 
0,هاشم
0,باين اعليك انت مخصوصية مريضة روح عند  اولاد خيرة
2,تحسب سورة
2,متحبوش رجال😑
2,لهذا العسكر يريد لف الانتباه لشعبها بأن المغرب عدوها وخلق مشكل فالحدود في فكيك في هذا الوقت بالظبط
0,نشجع اختك نخرج من لباج ولا نقعد 🤔
0,تو هوفي تصريح قال مااختصبونيش وانت اتقول راهم اغتصوبه يرحم باباك احترم عقولنا 
2, نهار راح بخصسا يسجد ههههه حرج تبي ههه
0,برافو أمير لزيز تعنى جاي ليس لرمز أكس يكس فير د تي à ذاترص سكسèص نشاله إن توت كاس سي تون بèر éتيت فيفانة إل سرية ترèص فير د تي ربي يرحمو و يوسع أعلي
0,انت تاع الصح ما تحشميش كلامك كله فاحش استحي انني انتمي الى نفس البلد الذي تنتمين اليه
2,لا حول ولا قوة الا بالله
2,شكون لي ماشي فاهم في جدها  والو كيما انا
0,الابقار 😂😂😂😂😂
0,شعب الخرا شكون الي راه يشيع فيهم  يخي الشعب الخراي
2,زيد الانترنيت مقطوعة او منعدمة التدفق
0,نكمك
0,اه يالغامل مع سيادك توقف كي لخروف
2,♦بروباغندا إعلامية رهيبة ضد الشعب تفوق كل التصورات
2,وكاس جي  😂😂😂
2,تع ملخر مانيش قبايلي قاع علابالنا بلي الدولة تخاف مالقبايل 
2,بل كسرة هههههه
0,ياودي تنبح حتى تكره
